適用規格,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,孔口標高,総掘進長,柱状図様式,掘進角度,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_コード,N値記録用具_コード,ポンプ_名称,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,色調_色調名,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,バージョン変換情報,ボーリング連番,調査期間_開始年月日,掘進方向,地盤勾配,ハンマー落下用具_名称,N値記録用具_名称,櫓種類コード,岩石土区分_岩相,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,試料採取_上端深度,試料採取_下端深度,試料採取_採取方法コード,試料採取_試料番号,試料採取_採取方法
JIS A 0206-2008,小松バイパス(小杉地区)地質調査作業一般国道8号線小松バイパ,01,01,54364399006,5,136,29,7.21447,36,24,58.34955,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1992-08-01,梶谷エンジニア株式会社東京支店,不明,不明,不明,不明,0,24.45,1,0,不明,9,不明,3,9,不明,24.45,砂,1,S,531211000,24.45,黄緑灰,24.15,42,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,寺井町都市計画道路橋地質調査,18,21,28-F-65,1177,136,29,45.375,36,26,14.6,02,1,1,5436,53,29,建設省金沢工事事務所調査二課,1970-10-15,不明,不明,不明,不明,不明,6,9.7,1,0,不明,9,不明,9,9,不明,009.70,砂礫,1,GS,531120000,009.70,暗茶色,008.15,10,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1068,1970-10-14,0,0,不明,その他,9,599200003,,,,009.70,10,30,009.70,0,0,,,,,
JIS A 0206-2008,昭和61年度加賀拡幅基盤地盤調査業務委託,01,12,54363256015,4,136,19,38.98328,36,18,2.88835,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1987-03-01,株式会社　興和,不明,不明,不明,不明,10.48,13.2,1,0,不明,9,不明,4,9,不明,13.20,軟岩､風化岩,1,MC,532110040,13.20,暗灰,12.15,50,8,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,29-F-109,1177,136,29,37.981,36,23,34.579,02,1,1,5436,43,79,建設省金沢工事事務所調査二課,1974-03-21,不明,不明,不明,不明,不明,21,18.23,1,0,不明,9,不明,9,9,不明,018.23,風化凝灰岩,1,FS,531211300,018.23,黄茶灰色～乳灰色,018.15,50,08,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1134,1974-03-12,0,0,不明,その他,9,,015.40,018.23,風化著しい\n割れ目沿いに風化を挟む\n手でコアを崩せる\n,018.23,50,08,018.23,0,0,8.00,8.30,100,3,P
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361650015,2,136,45,32.34092,36,7,49.50665,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1992-10-01,応用地質株式会社,不明,不明,不明,不明,1656.64,80,1,0,不明,9,不明,9,9,不明,80.00,中硬岩,1,MR,999010003,80.00,灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,甚之助谷地すべり調査作業,09,13,54361650014,2,136,45,20.24205,36,7,51.40594,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1992-10-01,応用地質株式会社,不明,不明,不明,不明,1688.12,100,1,0,不明,9,不明,9,9,不明,100.00,中硬岩,1,MR,999010003,100.00,灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和61年度加賀拡幅基盤地盤調査業務委託,01,12,54363256014,4,136,19,55.98165,36,18,3.48869,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1987-03-01,株式会社　興和,不明,不明,不明,不明,9.45,11.09,1,0,不明,9,不明,4,9,不明,11.09,軟岩､風化岩,1,MC,532110040,11.09,暗灰,11.00,50,9,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,6.00,6.85,250,,
JIS A 0206-2008,粟生小学校防音校舎新築地質調査,18,21,28-G-1,1177,136,30,23.959,36,27,6.145,02,1,1,5436,54,40,建設省金沢工事事務所調査二課,1969-10-08,不明,不明,不明,不明,不明,13,20,1,0,不明,9,不明,9,9,不明,020.00,シルト・粘土混じり砂礫互層,2,M_GS-C,531120004,020.00,不明,004.15,54,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1069,1969-09-25,0,0,不明,その他,9,599200003,,,,020.00,54,30,020.00,0,0,,,,,
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-46,1177,136,29,9.687,36,26,25.848,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1978-07-06,不明,不明,不明,不明,不明,6,15.45,1,0,不明,9,不明,9,9,不明,015.45,シルト混り砂,1,S-M,531213003,015.45,黄灰色,015.15,07,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1055,1978-07-04,0,0,不明,その他,9,,015.00,015.45,砂は細砂\n含水大\n,015.45,07,30,015.45,0,0,8.15,8.45,100,4,P
JIS A 0206-2008,小松市立犬丸中学校プール敷地地質調査,18,21,28-F-28,1177,136,27,35.238,36,25,38.631,02,1,1,5436,53,16,建設省金沢工事事務所調査二課,1969-03-21,不明,不明,不明,不明,不明,2,10,1,0,不明,9,不明,9,9,不明,010.00,シルト混り細砂,1,FS-M,531213303,010.00,暗灰色,009.40,12,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1041,1969-03-19,0,0,不明,その他,9,599200003,,,,010.00,12,30,010.00,0,0,,,,,
JIS A 0206-2008,花房側道橋地質調査作業,01,05,54363254005,4,136,18,29.49051,36,17,45.68867,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1987-12-01,日本試錐工業株式会社,不明,不明,不明,不明,5.67,35,1,0,不明,9,不明,4,9,不明,35.00,軟岩､風化岩,1,C,532100000,35.00,暗青灰,35.00,50,6,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200002,,,,,,,,,,,,,,
JIS A 0206-2008,梯橋川土質調査作業,18,21,29-F-3,1177,136,26,41.694,36,24,56.275,02,1,1,5436,43,95,建設省金沢工事事務所調査一課,1979-09-13,不明,不明,不明,不明,不明,2,15.3,1,0,不明,9,不明,9,9,不明,015.30,シルト質細砂,1,FSM,531231330,015.30,暗灰色,015.15,18,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1096,1979-09-11,0,0,不明,その他,9,599200001,010.10,015.30,11.00～12.00m付近\n細砂分は微細砂になり全般に若干の腐植土を混入す\n12.00～13.00m付近にシルトの薄層を挟在す\n竹等の腐植物を含む\n14.00m付近砂質シルト及び粘土質シルトを挟む\n最下部は粘土質シルトになっている\n,015.30,18,30,015.30,0,0,12.00,12.30,100,6,P
JIS A 0206-2008,鶴来バイパス（手取川橋）ボーリング調査,18,21,28-I-5,1177,136,37,48.211,36,26,24.331,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1976-07-05,不明,不明,不明,不明,不明,89,12.4,1,0,不明,9,不明,9,9,不明,012.40,軽石質凝灰岩,1,Ptf,,012.40,淡茶緑色,,,,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1082,1976-07-04,0,0,不明,その他,9,221024300,007.00,012.40,軽石分を多量に含有し、粗砂状を呈する部分がある。\n亀裂の発達していない岩質であるので、大部分は棒状コアとなっている。\n最大コア長70cm\nコア採取率100%\n,012.40,,,012.40,0,0,,,,,
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389002,7,136,29,20.31426,36,24,24.95575,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,2.18,20,1,0,不明,9,不明,4,9,不明,20.00,硬岩,1,HR,999010002,20.00,淡緑灰,20.15,50,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,小松B.P(林町～二ッ梨町)地質調査作業,01,01,54364305004,8,136,26,15.93499,36,20,15.5836,09,1,1,5436,43,05,建設省北陸地方建設局金沢工事事務所,1987-09-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,10.3,6.12,1,0,不明,9,不明,4,9,不明,6.12,軟岩､風化岩,1,SF,,6.12,黄褐,6.05,50,7,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,昭和63年度手取川ダム貯水池周辺崩壊現況調査作業,09,13,54362591001,5,136,38,8.17978,36,14,49.54094,09,1,1,5436,25,90,建設省北陸地方建設局金沢工事事務所,1989-03-01,株式会社ダイヤコンサルタント,不明,不明,不明,不明,589.9,34.3,1,0,不明,9,不明,2,9,不明,34.30,軟岩､風化岩,1,MR,999010003,34.30,暗灰,1.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松B.P(林町～二ッ梨町)地質調査作業,01,01,54363393002,8,136,25,13.94246,36,19,57.28137,09,1,1,5436,33,93,建設省北陸地方建設局金沢工事事務所,1987-06-01,基礎地盤コンサルタンツ株式会社,不明,不明,不明,不明,8.95,20.3,1,0,不明,9,不明,4,9,不明,20.30,軟岩､風化岩,1,GF,531100000,20.30,青灰,20.00,50,20,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス(二ッ梨地区)地質調査作業,01,01,54363394009,12,136,25,43.63883,36,20,7.88219,09,1,1,5436,43,04,建設省北陸地方建設局金沢工事事務所,1989-07-01,株式会社興和,不明,不明,不明,不明,8.64,8.3,1,0,不明,9,不明,2,9,不明,8.30,軟岩､風化岩,1,GF,531100000,8.30,褐灰,6.65,50,27,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和63年度手取川ダム貯水池周辺崩壊現況調査作業,09,13,54362591003,5,136,38,7.87981,36,14,47.44112,09,1,1,5436,25,90,建設省北陸地方建設局金沢工事事務所,1989-03-01,株式会社ダイヤコンサルタント,不明,不明,不明,不明,574.63,53,1,0,不明,9,不明,2,9,不明,53.00,中硬岩,1,MR,999010003,53.00,灰褐,1.00,99,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,熊坂町地区(南郷拡幅)地質調査業務委託,01,02,54363244002,6,136,18,3.89309,36,17,38.58882,09,1,1,5436,32,54,建設省北陸地方建設局金沢工事事務所,1999-03-01,基礎地盤コンサルタンツ(株),不明,不明,不明,不明,7.66,15.3,1,0,不明,9,不明,4,9,不明,15.30,軟岩､風化岩,1,C,532100000,15.30,暗緑灰,15.15,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,5.00,5.65,250,,
JIS A 0206-2008,千代地質調査作業,01,01,54364389028,6,136,29,18.11419,36,24,33.35428,09,1,1,5436,43,99,建設省北陸地方建設局金沢工事事務所,2001-03-01,株式会社　日さく,不明,不明,不明,不明,3.11,48,1,0,不明,9,不明,2,9,不明,48.00,火山灰,1,VA,540120000,48.00,灰緑,48.00,50,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,2.50,3.30,250,,
JIS A 0206-2008,梯川土質調査作業,18,21,29-F-1,1177,136,26,20.436,36,24,48.905,02,1,1,5436,43,95,建設省金沢工事事務所調査一課,1979-09-19,不明,不明,不明,不明,不明,2,15.3,1,0,不明,9,不明,9,9,不明,015.30,粘土質シルト,1,MC,532110040,015.30,暗灰色,015.15,04,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1094,1979-09-17,0,0,不明,その他,9,599200001,014.40,015.30,砂質シルトを帯状に挟む\n,015.30,04,30,015.30,0,0,14.00,14.30,100,5,P
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-48,1177,136,29,8.438,36,26,20.689,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1978-06-28,不明,不明,不明,不明,不明,5,14.45,1,0,不明,9,不明,9,9,不明,014.45,砂,1,S,531211000,014.45,暗茶灰色～暗褐色,014.15,42,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1057,1978-06-27,0,0,不明,その他,9,,012.30,014.45,砂は細砂\n中砂粒子不均一\n含水大\n,014.45,42,30,014.45,0,0,,,,,
JIS A 0206-2008,小松市ごみ処理施設地質調査工事,18,21,28-F-34,1177,136,27,57.617,36,25,14.245,02,1,1,5436,53,07,建設省金沢工事事務所調査二課,1969-07-01,不明,不明,不明,不明,不明,3,30,1,0,不明,9,不明,9,9,不明,030.00,中砂,1,MS,531211200,030.00,灰褐色,029.80,50,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1043,1969-07-01,0,0,不明,その他,9,599200003,,,,030.00,50,30,030.00,0,0,,,,,
JIS A 0206-2008,小松バイパス(大長野～千代)地質調査作業,01,01,54364399005,7,136,29,12.91436,36,24,42.85241,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1990-12-01,株式会社ホクコク地水,不明,不明,不明,不明,3.25,20,1,0,不明,9,不明,4,9,不明,20.00,礫質土,1,GF,531100000,20.00,暗灰,20.15,50,28,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,10.15,10.45,100,,
JIS A 0206-2008,昭和61年度加賀拡幅基盤地盤調査業務委託,01,12,54363256016,4,136,19,49.48239,36,18,1.28878,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1987-03-01,株式会社　興和,不明,不明,不明,不明,10.29,12.09,1,0,不明,9,不明,4,9,不明,12.09,軟岩､風化岩,1,MC,532110040,12.09,暗灰,12.06,50,3,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,9.15,9.45,100,,
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256002,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,5.25,15.3,1,0,不明,9,不明,9,9,不明,15.30,不明,1,M,532110000,15.30,不明,15.00,50,29,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,29-F-84,1177,136,28,54.682,36,24,54.308,02,1,1,5436,43,98,建設省金沢工事々務所調査二課,1973-03-04,不明,不明,不明,不明,不明,3,18.2,1,0,不明,9,不明,9,9,不明,018.20,砂礫,1,GS,531120000,018.20,青灰色,018.15,50,20,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1123,1973-02-28,0,0,不明,その他,9,,015.80,018.20,礫φ3～100m/mの円礫で基質は粘土混り砂である\n締りは良いが崩壊あり\n,018.20,50,20,018.20,0,0,,,,,
JIS A 0206-2008,甚之助谷地すべり調査作業(甚之助谷地すべり調査編),09,13,54361650016,3,136,45,20.24205,36,7,51.40594,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1991-10-01,応用地質株式会社,不明,不明,不明,不明,1688.12,84,1,0,不明,9,不明,9,9,不明,84.00,軟岩､風化岩,1,,,84.00,黒灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,御幸農業協同組合新築工事地質調査,18,21,30-E-13,1177,136,25,5.769,36,22,11.201,02,1,1,5436,43,43,建設省金沢工事事務所調査二課,1966-04-28,不明,不明,不明,不明,不明,3,10,1,0,不明,9,不明,9,9,不明,010.00,粗砂,1,CS,531211100,010.00,茶色,009.30,23,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1137,1966-04-25,0,0,不明,その他,9,599200003,,,,010.00,23,30,010.00,0,0,,,,,
JIS A 0206-2008,昭和61年度其之谷地すベり調査作業,09,13,54361650002,4,136,45,30.94126,36,7,44.70707,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1986-08-01,応用地質株式会社,不明,不明,不明,不明,1656.89,70,1,0,不明,9,不明,9,9,不明,70.00,硬岩,1,HR,999010002,70.00,暗灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約[粟生地区土砂対策],08,21,54365450001,2,136,29,54.60766,36,27,42.82925,09,1,1,5436,53,59,建設省北陸地方建設局金沢工事事務所,1992-07-01,(株)ホクコク地水,不明,不明,不明,不明,16.96,8,1,0,不明,9,不明,4,9,不明,8.00,礫,1,G,531111000,8.00,褐灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,地質調査作業単価契約(八幡高架橋(1)～(2)),01,05,54364369042,11,136,29,30.51534,36,23,30.96475,09,1,1,5436,43,79,建設省北陸地方建設局金沢工事事務所,1991-12-01,株式会社ホクコク地水,不明,不明,不明,不明,22.24,7,1,0,不明,9,不明,3,9,不明,7.00,軟岩､風化岩,1,M-S,532110002,7.00,淡青灰,7.00,50,1,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,昭和61年度其之谷地すベり調査作業,09,13,54361650003,4,136,45,31.54113,36,7,46.50691,09,1,1,5436,16,50,建設省北陸地方建設局金沢工事事務所,1986-08-01,応用地質株式会社,不明,不明,不明,不明,1736.74,60,1,0,不明,9,不明,9,9,不明,60.00,軟岩､風化岩,1,SF,,60.00,黒灰,,,,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,小松バイパス地質調査作業,18,21,29-F-111,1177,136,28,38.728,36,22,49.222,02,1,1,5436,43,58,建設省金沢工事事務所調査二課,1973-03-10,不明,不明,不明,不明,不明,4,23,1,0,不明,9,不明,9,9,不明,023.00,砂礫,1,GS,531120000,023.00,灰褐色,021.15,50,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1136,1973-03-05,0,0,不明,その他,9,,020.00,023.00,上部浮石を混入する\nφ0.5～3.0cmの礫を混入する\n,023.00,50,30,023.00,0,0,,,,,
JIS A 0206-2008,南郷高架橋土質調査,01,05,54363256003,9,136,19,24.9849,36,17,57.38865,09,1,1,5436,32,55,建設省北陸地方建設局金沢工事事務所,1981-12-01,(株)日本パブリックエンジニアリング,不明,不明,不明,不明,4.49,15.3,1,0,不明,9,不明,9,9,不明,15.30,不明,1,M,532110000,15.30,不明,15.00,50,18,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,南郷拡幅南郷地内地質解析業務,01,01,54363256017,2,136,19,56.98153,36,18,3.88866,09,1,1,5436,32,66,建設省北陸地方建設局金沢工事事務所,1988-02-01,梶谷エンジニア株式会社,不明,不明,不明,不明,17.82,18.05,1,0,不明,9,不明,9,9,不明,18.05,軟岩､風化岩,1,MS,532110020,18.05,暗灰,18.00,60,5,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,14.20,15.00,250,,
JIS A 0206-2008,地質調査作業単価契約(小松バイパスその1),01,01,54364399004,5,136,29,7.61454,36,24,53.85029,09,1,1,5436,43,98,建設省北陸地方建設局金沢工事事務所,1991-01-01,株式会社ホクコク地水,不明,不明,不明,不明,3.07,24,1,0,不明,9,不明,4,9,不明,24.00,シルト混り砂,1,S-M,531213003,24.00,黄灰,24.15,33,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,市立荒屋小学校地地質調査水質水量試験工事,18,21,28-F-31,1177,136,28,42.191,36,26,7.01,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1969-03-01,不明,不明,不明,不明,不明,4,30,1,0,不明,9,不明,9,9,不明,030.00,粘土含み砂,1,GS-C,531120004,030.00,茶灰色,027.15,41,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1042,1969-03-01,0,0,不明,その他,9,599200003,024.50,030.00,24.5m～30.0m地点\n水含んでいない\n,030.00,41,30,030.00,0,0,,,,,
JIS A 0206-2008,金沢西バイパス(五間堂～高堂)土質調査作業,18,21,28-F-47,1177,136,29,7.748,36,26,20.679,02,1,1,5436,53,28,建設省金沢工事事務所調査二課,1978-07-04,不明,不明,不明,不明,不明,5,12.45,1,0,不明,9,不明,9,9,不明,012.45,砂,1,S,531211000,012.45,灰色,012.15,50,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1056,1978-07-03,0,0,不明,その他,9,,012.00,012.45,細砂\n含水中\nφ5～10m/mの礫混る\n,012.45,50,30,012.45,0,0,9.15,9.35,100,4,P
JIS A 0206-2008,鶴来バイパス（手取川橋）ボーリング調査,18,21,28-I-4,1177,136,37,46.561,36,26,27.611,02,1,1,5436,55,20,建設省金沢工事事務所調査二課,1976-06-18,不明,不明,不明,不明,不明,92,14.4,1,0,不明,9,不明,9,9,不明,014.40,凝灰岩,1,Tf,,014.40,淡緑灰色,007.40,50,03,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1081,1976-06-13,0,0,不明,その他,9,221020300,011.15,014.40,軟石分を含有する。\nあまり亀裂の発達していない岩質である。\n最大コア長40cm、コア採取率は89.8%と良好で岩質的に安定していることがわかる。\n,014.40,50,03,014.40,0,0,,,,,
JIS A 0206-2008,小松バイパス(矢田野～箱宮)地質調査作業,01,01,54363383004,15,136,24,45.64582,36,19,38.78304,09,1,1,5436,33,93,建設省北陸地方建設局金沢工事事務所,1988-11-01,木村建設株式会社,不明,不明,不明,不明,13.5,12,1,0,不明,9,不明,2,9,不明,13.50,軟岩､風化岩,1,GF,531100000,13.50,青灰,13.00,50,15,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
JIS A 0206-2008,梯川土質調査作業,18,21,29-F-2,1177,136,26,39.494,36,24,55.775,02,1,1,5436,43,95,建設省金沢工事事務所調査一課,1979-09-11,不明,不明,不明,不明,不明,2,15.3,1,0,不明,9,不明,9,9,不明,015.30,粘土質シルトと砂混りシルトの互層,1,FS-M,531213303,015.30,暗灰色,015.15,14,30,2018/04/16 14:17 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),1095,1979-09-08,0,0,不明,その他,9,,012.70,015.30,粘土質シルトと砂質シルトの互層状：粘着性は激しく若干炭化物等の腐植物を含む\n,015.30,14,30,015.30,0,0,13.00,13.30,100,6,P
JIS A 0206-2008,平成元年度小松バイパス(梯川)地質調査作業,01,05,54364389001,7,136,29,20.11425,36,24,25.65563,09,1,1,5436,43,89,建設省北陸地方建設局金沢工事事務所,1989-12-01,吉田鑿泉株式会社,不明,不明,不明,不明,2.39,21,1,0,不明,9,不明,4,9,不明,21.00,硬岩,1,HR,999010002,21.00,緑灰,21.00,50,7,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,千代地質調査作業,01,01,54364389029,6,136,29,17.91417,36,24,34.75404,09,1,1,5436,43,99,建設省北陸地方建設局金沢工事事務所,2001-03-01,株式会社　日さく,不明,不明,不明,不明,3.18,32,1,0,不明,9,不明,2,9,不明,32.00,火山灰,1,VA,540120000,32.00,黄灰,32.00,50,30,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,24.30,25.10,300,,
JIS A 0206-2008,小松バイパス(二ツ梨地区)地質調査作業,01,01,54363394020,12,136,25,29.04063,36,20,3.58151,09,1,1,5436,43,03,建設省北陸地方建設局金沢工事事務所,1989-07-01,株式会社興和,不明,不明,不明,不明,10.43,13.15,1,0,不明,9,不明,2,9,不明,13.15,礫質土,1,GF,531100000,13.15,青灰,11.25,50,18,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,7.15,7.45,100,,
JIS A 0206-2008,昭和63年度手取川ダム貯水池周辺崩壊現況調査作業,09,13,54362591002,5,136,38,9.57967,36,14,48.74108,09,1,1,5436,25,90,建設省北陸地方建設局金沢工事事務所,1989-03-01,株式会社ダイヤコンサルタント,不明,不明,不明,不明,559.19,35.5,1,0,不明,9,不明,2,9,不明,35.50,中硬岩,1,MR,999010003,35.50,灰,8.15,50,10,2018/04/16 14:16 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,599200003,,,,,,,,,,,,,,
