適用規格,事業工事名,調査名,調査目的,調査対象,ボーリング名,ボーリング総数,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,取得方法コード,読取精度コード,測地系,調査位置住所,コード1次,コード2次,コード3次,発注機関名称,テクリスコード,調査期間_開始年月日,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,地盤勾配,試錐機_名称,試錐機_能力,試錐機_方法,エンジン_名称,エンジン_能力,エンジン_単位,ハンマー落下用具_コード,ハンマー落下用具_名称,N値記録用具_コード,ポンプ_名称,ポンプ_能力,ポンプ_単位,櫓種類コード,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石土記号,岩石土区分_岩石群コード,岩石土区分_岩石,色調_下端深度,色調_色調名,観察記事_上端深度,観察記事_下端深度,観察記事_記事,観察記事枠線_下端深度,標準貫入試験_開始深度,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_試験方法,透水試験_透水係数,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_孔内水位,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_水位種別備考,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,孔径孔壁保護_孔壁保護方法,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,フリー情報,岩石土区分_岩相,標準貫入試験_備考,掘進方向,相対密度_状態,試料採取_採取方法,取得方法説明,コア形状区分判定表_区分,割れ目区分判定表_区分,風化区分判定表_区分,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,孔径孔壁保護_孔壁保護実施理由,送水条件_送水種類,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_降伏圧,孔内水平載荷試験_変形係数,孔内水位_掘削状況,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,試料採取_試験名,相対稠度_状態,N値記録用具_名称,調査会社_TEL,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,櫓種類名称,岩石土区分_変成岩岩相,岩石土区分_変成岩岩石,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔内水平載荷試験_載荷パターン,座標定義,座標,地盤分類_下端深度,地盤分類_工学的分類記号,標準貫入試験詳細データ_開始深度,標準貫入試験詳細データ_打撃回数,標準貫入試験詳細データ_貫入量,標準貫入試験詳細データ_累積貫入量
JIS A 0206-2008,,平成25年度　第B121-7号　葛籠尾崎塩津線　補助道路修繕調査業務委託,01,01,No.1-1,6,0001,136,08,34.3000,35,28,05.0100,02,0,1,滋賀県長浜市高月町片山　地内,5336,11,61,滋賀県長浜土木事務所　木ノ本支所,22501106,2014-07-03,2014-07-07,株式会社キンキ地質センター滋賀事務所,286.82,5.00,2,,42.00,吉田鉄工所製　YBM-05,,,ヤンマー農機製　NS75,,,2,,2,高圧プランジャポンプ　丸山410,,,,5.00,緑色岩,SC,1,219125503,5.00,暗灰,4.20,5.00,5～15cmの硬質片状コア。4.9m付近粘土混り砂礫状部10cm挟む。,5.00,5.00,50,0,11,3,6,10,50,0,,,,,,,,,,,,,2014-07-05,1,9999.00,,2014-07-05,5.00,,,,,,5.00,012,,,,5.00,013,,,,5.00,012,,,,5.00,012,,,,,5.00,011,,2.50,86,9,CP,5.00,93,5.00,D,D,5.00,20.0,5.00,150,5.00,0.1,5,0,9,,,,5.00,100,5.00,10,5.00,10,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,5.00,950,,,貫入不能,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成30年度 第B731-10号 葛籠尾崎大浦線補助道路修繕地質調査業務委託,01,01,No.2-5,6,0005,136,07,37.3000,35,27,35.2000,02,1,1,滋賀県長浜市西浅井町菅浦,5336,11,50,滋賀県長浜土木事務所 木之本支所,22501107,2019-02-12,2019-02-13,双葉建設株式会社,90.00,6.00,2,0.00,0.00,YBM-05,50,3,ヤンマーNFAD9,9,ps,2,,2,動噴GS-350,35,l/min,3,6.00,緑色岩,,1,,6.00,暗青灰,2.40,6.00,棒状コアが採取される。\n5.00m付近まで亀裂が比較的多い。\nコア面は平滑である。\n岩質は硬質である。\n亀裂は密着している。\n,,6.00,50,0,10,10,32,9,50,0,2.29,5,0,,,,,,,,,,2019-02-13,1,4.83,12,2019-02-13,6.00,,,,,,6.00,013,980,VIII,コアの採取ができないもの。スライムも含む,6.00,921,,,,6.00,012,,,,6.00,012,,,,,6.00,012,,6.00,66,3,,6.00,65,6.00,DB,,6.00,0.28,6.00,300,6.00,0.2,12,9,2,,,,6.00,100,6.00,15,6.00,15,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,6.00,950,,,貫入試験,,,,国土地理院発行数値地図より読み取り,採取不可,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成19年度 第617J-3号 間田長浜線単独道路改築土質調査業務委託,01,04,B-1(No3+45CL),11,1,136,20,18.7400,35,23,05.0500,01,2,1,滋賀県長浜市石田町～米原市朝日町,5336,02,67,滋賀県湖北地域振興局長浜建設管理部,22501106,2008-06-30,2008-07-05,八千代エンジニヤリング株式会社,156.95,16.00,2,0.00,0.00,YBM-05,50,3,ヤンマーNS75,7.5,PS,2,,2,初田YS-452,44,l/min,,16.00,緑色岩,Tl,1,,16.00,灰,15.05,16.00,割れ目表面褐色酸化。\n16.05m 泥岩挟む。傾斜40°,16.00,16.00,50,0,9,10,10,10,50,0,,,,,,,,,8.15,8.45,B-1:9P,100,2008-07-04,1,2.55,19,2008-07-04,16.00,13.90,015,E,極軟,マサ状、粘土状。a,16.00,013,018,VIII,コアの採取ができないもの。スライムも含む。,16.00,013,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,16.00,012,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,16.00,012,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,16.00,011,,13.90,86,2,,16.00,60,16.00,D,DB,16.00,5.0,16.00,170,16.00,0.1,15,15,2,,,,16.00,100,16.00,17,16.00,48,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,16.00,940,,111000000,貫入不能,,,,,採取不可,d,ε,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成14年度 第810号 市場野田鴨線土質調査委託,01,21,3,3,3,135,55,11.22029,35,21,4.07880,09,1,1,滋賀県高島郡朽木村市場,5335,07,23,滋賀県高島土木事務所,22501108,2002-09-01,2002-09-01,近畿設計測量株式会社,174.64,17.08,1,0.00,,,,9,,,,4,,9,,,,,17.08,シルト混り礫質土,M,1,532110000,17.08,暗灰,,,,17.08,17.00,50,8,,,,,50,8,17.08,0,0,,,,,,14.15,14.45,3,100,2002-00-00,9,7.50,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
			2011-02-25 12:01:23 測地系変換(日本→世界)を実行_変換前経度:135度55分21.5000秒_変換前緯度:35度20分52.6000秒
			(ボーリングデータＸＭＬ変換システム ver1.0)
		",599200002,,,,,,,,,,,,,,,,9.20,01,208.8,782.4,6.91E+03,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-7号 姉川補助河川総合流域防災事業土質調査業務委託,08,09,R-1.1KP(No.10)裏法,14,2,136,13,22.0000,35,23,42.0000,02,0,1,滋賀県長浜市野寺町,5336,01,77,滋賀県長浜土木事務所,22501106,2010-01-12,2010-06-30,彦根鑿泉株式会社,89.22,16.50,1,0.00,28.00,東邦製　D0-C,,3,ヤンマー製　NFAD-8,,,2,,2,東邦製　BG3型,,,,16.50,シルト混じり砂,S-M,1,531213003,16.50,暗灰,15.50,16.50,細砂で均質なもの　含水中位,16.50,16.15,3,10,3,10,3,10,9,30,16.50,2,0,,,,,,14.15,14.45,P-14,100,2010-02-18,9,4.09,99,2010-02-19,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中位の,,,,,,,,,,,,,,,,,,不明,現場透水試験,6.00,6.50,k=6.0E-2cm/s,物理一式,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,R-2.0KP-1,21,16,136,14,26.0000,35,25,36.0000,02,1,1,滋賀県長浜市錦織町 他,5336,11,19,滋賀県長浜土木事務所,22501106,2010-03-01,2010-03-03,株式会社石居設計,98.24,17.45,1,0.00,0.00,YBM-05DA-2,,,ヤンマーNFAD-9,,,9,半自動落下装置,2,東邦BG-30R,,l/min,,17.45,粘土,CH,1,532120000,17.45,暗灰～黒灰～暗緑灰,11.90,17.45,粘性やや強い\n上層部、細礫点在する\nGL-13.7m付近、木片少量混入する\nGL-14m付近まで貝殻片、腐植物やや多く混入する\nGL-15m付近、細砂少量混在する\nGL-16m付近、粘性非常に強い,17.45,17.15,2,10,1,10,2,10,5,30,17.45,0,2,,,,,,14.15,14.45,R-2.0KP-1P-14,100,2010-03-01,1,4.32,19,2010-03-02,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,非常に軟らかい,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-10号 高時川補助河川総合流域防災事業土質調査業務委託(その3),08,21,L-1.5KP-2,21,2,136,14,39.1000,35,25,22.6000,02,1,1,滋賀県長浜市錦織町 他,5336,11,09,滋賀県長浜土木事務所,22501106,2010-03-13,2010-03-17,株式会社石居設計,96.49,16.45,1,0.00,0.00,カノーKR-50HC,,,ヤンマーNFAD-9,,,9,半自動落下装置,2,カノーV-5,,l/min,,16.45,シルト質細砂,FSM,1,531231330,16.45,暗青灰,16.30,16.45,粒径やや不均一,16.45,16.15,7,10,8,10,5,10,20,30,16.45,3,0,,,,,,16.15,16.30,L-1.5KP-2P-16,100,2010-03-16,1,6.50,19,2010-03-17,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成25年度第S805-02号 麻生古屋梅ノ木線補助道路整備調査委託,01,01,Bor-2,0003,0002,135,52,31.1000,35,21,45.5000,01,0,1,高島市朽木地子原 X=-70704.289 Y=-11330.507,5335,07,30,滋賀県高島土木事務所,22501108,2013-07-18,2013-10-31,株式会社 甲西測量,243.12,9.00,2,0.00,,吉田鉄工所YBM-05DA,50,3,ヤンマーNFAD-8,9,PS,2,,2,丸山製作所MS453EC,50,l/m,,9.00,チャート,Cht,1,,9.00,暗青,8.90,9.00,基盤岩。短棒状コア主体。岩芯弱風化、褐色化。,9.00,1.50,50,1,,,,,50,1,,,,,,,,,,,,,2013-08-23,1,5.10,,2013-08-24,9.00,,,,,,9.00,013,,,,9.00,,,,,9.00,013,,,,9.00,014,,,,,,,,9.00,66,,,,,9.00,W,D,9.00,3,9.00,120,9.00,0.1,4,3,2,,,,9.00,100,9.00,7,9.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,9.00,940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成25年度 第B121-12号 葛籠尾崎塩津線補助道路修繕調査業務委託,01,01,2-No.1,7,0005,136,09,08.1000,35,29,32.9000,02,2,1,滋賀県長浜市高月町片山,5336,11,92,滋賀県長浜土木事務所 木之本支所,22501107,2014-12-22,2014-12-26,双葉建設株式会社,304.66,5.00,2,0.00,0.00,YBM-05,50,3,ヤンマーNFAD8,8,ps,9,半自動落下装置,2,動噴カーツ,50,l/min,3,5.00,輝緑凝灰岩,,1,,5.00,暗緑灰,3.40,5.00,短柱状コア主体。\n亀裂多く、岩片状となる部分多い。\n亀裂面は酸化褐色化する。\n4.40～4.50m間、チャート挟む。\n4.50～4.80m間、岩片状。\n,,5.00,50,0,21,10,20,3,50,0,1.30,3,0,,,,,,,,,,,,,,,,,990,D～E,極軟,指先でへこむ～マサ状、粘土状,5.00,930,989,II～IV,長さ50-20cmの棒状コアから長さ10cm以下の短柱状～長さ10cm以下の短柱状～片状コアでかつコアの外周の一部が認められるもの,5.00,988,970,b～d,割れ目沿いの酸化変質は認められるが岩芯はほとんど風化変質していない。角礫状、砂状、粘土状コア,5.00,930,980,β～γ,新鮮である。層理面、片理面にそって部分的に酸化している。また、割れ目が酸化しており岩芯まで一部風化している。,5.00,930,960,2～3,弱変質中変質,原岩組織を完全に残し、一部変質程度(脱色)が進んでいるものの、20%以上非変質部の割合が高いもの,5.00,960,,,,,,,,,,,,,,,,,,,,,,,5.00,95,5.00,16,5.00,16,備考,970,D,砂礫状・粘土化帯でコア採取不可能なもの。,5.00,960,,,貫入試験,,,,国土地理院発行数値地図1/25000「竹生島」より読み取り,長柱状～短柱状,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-22号 姉川補助河川総合流域防災事業土質調査業務委託(その9),08,10,No.R14.7-CL,7,0007,136,21,12.1000,35,24,02.5000,02,1,1,滋賀県米原市井之口 他,5336,02,88,滋賀県長浜土木事務所,22501106,2010-10-27,2010-10-28,株式会社新明,151.76,12.40,1,0.00,0.00,東邦DO-D,,,ヤンマーNFD-12,,,4,,9,BG-3C,,,,12.40,砂礫,GS,1,531120000,12.40,淡褐,9.50,12.40,含水高位\n礫はφ2～30mm程度の亜角～亜円礫主体\n礫間は粒子不均一な砂\n礫量やや不均一\nGL-9.0m付近、逸水あり,12.40,12.15,22,10,25,10,13,5,60,25,12.40,3,0,4.50,5.00,99,現場透水試験,7.13E-06,12.15,12.40,P7-12,100,2010-10-27,1,4.45,,2010-10-28,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第B3R1-09号 国道303号補助緊急地方道路整備調査委託,01,04,No.7-3(STA No.28＋46 L13),6,6,135,57,18.3500,35,24,07.8000,01,2,1,滋賀県高島市今津町今津,5335,07,86,滋賀県高島土木事務所,22501108,2010-06-04,2010-06-08,東邦地水株式会社,230.67,12.00,2,0.00,37.00,TOHO_D0-C,100,1,NFAD-8,5.9,kw,2,,2,MARUYAMA-MS330,30,l/min,3,12.00,層状チャート/破砕帯,Tl,1,,12.00,黄灰色～暗灰色,2.10,12.00,[2.10]GL-2.1～3.6m間、礫混り土砂～岩片状コア主体。一部、熱水変質有。肉眼では黄鉄鉱は認められない。\n[3.55]GL-3.55～3.8m、層状チャート岩魂。層理面角度60°前後。\n[4.60]GL-4.6m付近、角度70°前後。マンガン細脈認められる。\n[4.80]GL-4.8～5.0m間、熱水変質認められる。\n[5.37]GL-5.37m付近、一部暗褐色粘土状。巾2cm前後すべり面？。\n[6.60]GL-6.6m前後、マンガン有。\n[7.40]GL-7.4～7.5m間、熱水変質認められる。\n[8.25]GL-8.25～8.9m、熱水変質により黄白色化。\n[9.20]GL-9.2m、10.4m付近、マンガン脈認められる。\n[10.00]GL-10.0～12.0m間、層状チャート、破砕によりヘアークラック発達。層理面20°～80°に変化。微褶曲と考えられる。,12.00,11.00,50,1,22,10,6,2,50,1,,,,,,,,,,,,,,,,,2010-06-08,12.00,11.00,015,E,極軟,マサ状、粘土状。a,12.00,014,018,VIII,コアの採取ができないもの。スライムも含む。,12.00,015,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,12.00,014,015,ε,強風化している。石英および一部の長石を除きほとんど変質し原岩組織は失われている。,12.00,014,,,,,,,,12.00,66,2,,12.00,65,12.00,D,DB,12.00,300.0,12.00,170,12.00,0.5,3,3,2,,,,12.00,100,12.00,2,12.00,0,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,12.00,960,,111000000,,,,,,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,08,09,L11+20 No.2,12,10,136,13,37.5000,35,23,48.7000,02,1,1,滋賀県長浜市南浜町他,5336,01,78,滋賀県長浜土木事務所,22501106,2018-01-18,2018-01-22,近畿設計測量株式会社,90.47,13.50,1,0.00,30.00,TOHO_D0-D,100,3,YANMAR　NFD8,6,kw,2,,2,TOHO BG3,50,l/min,3,13.50,砂質シルト,MS,1,532110020,13.50,暗灰,13.00,13.50,微細砂が多く混入するシルト\n均質である,13.50,13.15,1,10,2,10,2,10,5,30,13.50,0,2,8.00,8.50,03,透水試験,4.51E-02,10.15,10.45,P10,100,2018-01-18,2,5.20,13,2018-01-19,13.50,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK37-3号 高時川補助河川改修地質調査業務委託,08,09,No.8 L-10.1-2,10,8,136,15,05.0000,35,29,54.0000,02,0,1,滋賀県長浜市高月町保延寺 他,5336,12,90,滋賀県木之本土木事務所,22501107,2010-03-16,2010-03-20,株式会社鈴鹿設計事務所,125.39,15.00,1,0.00,37.00,カノー製　KR-100H型,,3,ヤンマー製　NFAD-9型,,,2,,2,ベルマシン製　SP-8型,,,,15.40,玉石混じり砂礫,GS,1,531120000,15.40,灰褐,11.70,15.40,含水非常に多い\nφ5～30mmの亜円～亜角礫主体\nマトリックス(礫間充填物)は中～粗砂主体\nφ80～100mm程度の玉石を1m当たり1～3個混入\n礫種は、頁岩・砂岩・チャート・緑輝凝灰岩・流紋岩\n掘進中に泥水20～50％漏水し、孔壁の自立性乏しい,15.40,15.15,24,10,26,10,10,5,60,25,15.40,5,0,6.00,6.50,99,現場透水試験,1.37E+02,11.00,11.50,8-P-8,100,2010-03-16,1,5.20,12,2010-03-19,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,6.70,15.40,完新世-更新世,111010000,111020000,,,,,,,,,攪乱試料採取,4.50,5.50,1.00,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,08,09,L3+60 No.2,12,4,136,13,18.5000,35,23,29.3000,02,1,1,滋賀県長浜市南浜町他,5336,01,67,滋賀県長浜土木事務所,22501106,2018-01-23,2018-02-03,近畿設計測量株式会社,88.63,12.50,1,0.00,30.00,TOHO_D0-D,100,3,YANMAR　NFD8,6,kw,2,,2,TOHO BG3,50,l/min,3,12.50,砂質シルト,MS,1,532110020,12.50,暗灰,11.60,12.50,微細砂を多く含む\n腐植物が少量点在,12.50,12.15,1,12,1,10,1,9,3,31,12.50,0,1,5.10,5.60,03,透水試験,6.13E-02,5.15,5.45,P5,100,2018-01-24,2,3.81,13,2018-02-01,12.50,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,08,09,L6 No.1,12,5,136,13,25.3000,35,23,34.8000,02,1,1,滋賀県長浜市南浜町他,5336,01,77,滋賀県長浜土木事務所,22501106,2018-02-06,2018-02-13,近畿設計測量株式会社,89.91,16.50,1,0.00,20.00,TOHO_D0-D,100,3,YANMAR　NFD8,6,kw,2,,2,TOHO BG3,50,l/min,3,16.50,砂質シルト,MS,1,532110020,16.50,暗灰,13.70,16.50,微細砂が多く混入\n腐植物が点在する,16.50,16.15,1,8,2,14,2,12,5,34,16.50,0,2,6.50,7.00,03,透水試験,5.20E-02,11.15,11.47,P11,100,2018-02-07,2,4.80,13,2018-02-09,16.50,6.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成23年度 第A801-02号 五番領安井川線補助道路整備調査委託,01,05,No.8,0004,0004,136,01,29.8000,35,20,47.2000,02,1,1,滋賀県高島市安曇川町常磐木　他,5336,00,11,滋賀県高島土木事務所,22501108,2011-11-18,2011-11-21,株式会社関西技研,101.22,11.50,1,0.00,0.00,　KR-50HC,50,3,　NFAD8,8,ps,2,　半自動落下装置,2,　V5-P,50,l/min,3,11.50,シルト混り砂礫,GS,1,531120000,11.50,褐,10.90,11.50,φ5～30mmの亜円礫主体。\nマトリックス（礫間充填物）は細中砂。シルト分混入。含水中位\n,11.50,11.15,20,10,20,10,17,10,57,30,11.30,5,0,,,,,,,,,,2011-11-19,3,6.40,12,2011-11-21,11.50,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,貫入試験,,,,国土地理院発行　数値地図1/25000「今津」より読み取り,,,,,,,,,崩壊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,平成29年度 第K29N-8号 姉川補助広域河川改修調査業務委託,08,09,L12+40 No.1,12,11,136,13,39.5000,35,23,51.8000,02,1,1,滋賀県長浜市南浜町他,5336,01,78,滋賀県長浜土木事務所,22501106,2018-01-29,2018-02-02,近畿設計測量株式会社,91.66,23.50,1,0.00,22.00,TOHO_D0-D,100,3,YANMAR　NFD8,6,kw,2,,2,TOHO BG3,50,l/min,3,23.50,砂,S,1,531211000,23.50,暗灰,22.70,23.50,粒径均一な細砂\n含水多い,23.50,23.15,8,10,8,10,8,10,24,30,23.50,3,0,7.00,7.50,03,透水試験,8.10E-02,15.15,15.45,P15,100,2018-01-30,2,6.30,13,2018-02-02,23.50,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,,,,,,,,,,,,,,,,,,,,,,,,非常に軟らかい,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK37-3号 高時川補助河川改修地質調査業務委託,08,09,No.9 L-10.5-1,10,9,136,14,57.0000,35,30,04.0000,02,0,1,滋賀県長浜市高月町保延寺 他,5336,21,09,滋賀県木之本土木事務所,22501107,2010-01-23,2010-01-28,株式会社鈴鹿設計事務所,126.88,23.85,1,0.00,34.00,カノー製　KR-100H型,,3,ヤンマー製　NFAD-9型,,,2,,2,ベルマシン製　SP-8型,,,,24.00,頁岩,Sh,1,111300012,24.00,暗灰,19.05,24.00,コアは、岩片状と3～5cm程度の短棒状の互層状を呈す\n岩級区分はD～CM級\n短棒状部分は、ハンマー強打で割れる硬さ,24.00,24.00,60,0,19,10,20,8,60,0,24.00,0,0,,,,,,11.00,11.50,9-P-7,100,2010-01-26,1,4.65,12,2010-01-27,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999010001,貫入不能,,,,,,,,14.10,24.00,ペルム紀,131000000,131000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,,平成21年度 第HK36-22号 姉川補助河川総合流域防災事業土質調査業務委託(その9),08,10,No.R13.6-bs,7,0006,136,20,31.8000,35,24,10.5000,02,1,1,滋賀県米原市井之口 他,5336,02,87,滋賀県長浜土木事務所,22501106,2010-10-22,2010-10-25,株式会社新明,143.34,14.08,1,0.00,0.00,東邦DO-D,,,ヤンマーNFD-10,,,9,半自動モンケン,9,BG-3C,,,,14.08,玉石混り砂礫,GS,1,531120000,14.08,暗褐,3.25,14.08,含水やや高位\n礫はφ2～30mm程度の亜角～亜円礫主体\n礫間は粒子不均一な砂\n玉石は推定φ80～150mm程度が多く点在\n礫量やや不均一\nGL-7.8m付近、逸水著しい,14.08,14.00,60,8,15,3,11,4,60,8,14.08,5,0,6.00,6.50,99,現場透水試験,7.00E-03,13.15,13.28,P6-13,100,2010-10-23,1,4.88,,2010-10-25,14.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599200001,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
