no,data_name_e,file_name,jigyou_name,chousa_name,chousa_mokuteki,chousa_taishou,boring_name,hacchuu_kikan,start_date,end_date,bor_level,bor_length,pdf,test_xml,s_val1max,s_val4,s_val5,s_val6,s_val7,s_val8,s_val9,s_val10,s_val11,s_val12,bor_id,address,download_h,model,lng,lat
3210,BOREHOLE_FUKUI,18000231551900042-BED0002,原子力災害制圧道路等整備事業調査業務委託難波江30-23,原子力災害制圧道路等整備事業調査業務委託難波江30-23,01,01,R-1.B.No.2,福井県嶺南振興局小浜土木事務所,2019-06-06,2019-06-13,0.77,18.1,0,0,50,0,0000,111100,000000000,00000,0000,0000,0000,000,311621,主要地方道　舞鶴野原港高浜線　大飯郡高浜町難波江　地係,1,0,135.50885,35.502575
3219,BOREHOLE_FUKUI,BED10418000011767,急傾斜地崩壊対策工事　調査・設計業務委託,急傾斜地崩壊対策工事　調査・設計業務委託,09,01,B.No.2,福井県嶺南振興局敦賀土木事務所,2003-08-01,2003-12-18,89.4,6.1,0,0,50,5.15,0000,000000,000000000,00000,0000,0000,1100,111,309739,寄積第2地区　三方郡美浜町新庄地係,1,0,135.97354286111,35.568960916667
3220,BOREHOLE_FUKUI,BED10418000011053,小規模河川改修工事調査委託,越前森田,18,21,越前森田6-8-(ⅲ)-A,福井県福井土木工事事務所,1982-12-21,1982-12-22,3.8,11,0,0,11,0.55,0000,111100,000000000,00000,0000,0000,0000,000,309325,,1,0,136.20829861111,36.158793416667
3221,BOREHOLE_FUKUI,BED10418000010107,,県単橋梁整備（調査・測量・設計委託） ,18,21,BNo.1,福井県福井土木事務所,1987-05-18,1987-05-22,10.52,30.25,0,0,60,3.9,0000,000000,000000000,00000,0000,0000,0000,000,309155,福井市御幸１丁目地係 福井（停）勝見線,1,0,136.22943188889,36.060459027778
3222,BOREHOLE_FUKUI,BED10418000010122,,地方特定道路整備工事調査委託 ,18,21,BV-1,福井県福井土木事務所,1994-11-07,1995-03-11,147.71,4,0,0,-9999,2.7,0000,000000,000000000,00000,0000,0000,0000,000,309156,福井市五太子町地係（一般県道上一光・大丹生線）,1,0,136.05873575,36.06915275
3223,BOREHOLE_FUKUI,BED10418000010123,,地方特定道路整備工事調査委託 ,18,21,BV-2,福井県福井土木事務所,1994-11-07,1995-03-11,157.16,7,0,0,-9999,5.1,0000,000000,000000000,00000,0000,0000,0000,000,309157,福井市五太子町地係（一般県道上一光・大丹生線）,1,0,136.05897183333,36.069008305556
3224,BOREHOLE_FUKUI,BED10418000013649,,平成19年度県営ふるさと農道緊急整備事業若狭中央地区業務委託第2号揚水調査・解析業務,18,17,BW-2,福井県嶺南振興局農村整備部　整備課,2007-09-05,2007-09-26,13.15,40,0,0,50,0.42,0000,000000,000000000,00000,0000,0000,0000,000,306904,福井県小浜市大興寺地係,1,0,135.79703611111,35.478116666667
3225,BOREHOLE_FUKUI,BED10418000013014,,総合流域防災工事　測量・調査・設計業務委託,08,09,BNO.2,福井県鯖江土木事務所,2006-07-13,2006-12-28,11.49,11.45,0,0,47,5.71,0000,111101,000000000,11101,0000,0000,1100,111,310619,鯖江市西番町　地係,1,0,136.15792777778,35.991302777778
3226,BOREHOLE_FUKUI,18000230651403424-BED0004,,道路改良工事（社会資本整備総合交付金（広域連携））地質調査業務委託その1,01,12,BV-4,福井県 福井土木事務所,2015-03-16,2015-03-18,135.46,10,0,0,50,0.1,0000,111101,000000000,00000,0000,0000,1100,111,307215,福井県福井市野波町(No.247+10.0 L-5.0),1,0,136.42520833333,35.997444444444
3227,BOREHOLE_FUKUI,BED10418000013120,,消防学校移転整備工事地質調査委託,18,21,BNO-3,福井県土木部営繕課,1994-08-18,1994-09-30,25.16,13.1,0,0,50,1.65,0000,111100,000000000,00000,0000,0000,0000,000,310661,福井市大畑町地係,1,0,136.28311872222,36.048861694444
3228,BOREHOLE_FUKUI,BED10418000011338,土質調査委託,西津,18,21,西津3-3-(ⅳ)-E,福井県小浜土木事務所,1994-07-13,1994-08-05,91.63,20,0,0,50,4.1,0000,000000,000000000,00000,0000,0000,0000,000,309538,一般国道162号線　福井県小浜市犬熊地係,1,0,135.790625,35.529817722222
3229,BOREHOLE_FUKUI,18000230811102658-BED0003,,雪寒地域道路工事（地域自主戦略交付金）地質調査業務委託,01,01,BNO-3,福井県奥越土木事務所,2011-09-27,2011-11-25,402.15,13.5,0,0,50,4.25,0000,000000,000000000,00000,0000,0000,0000,000,307682,大野市 谷戸口 地係,1,0,136.62722222222,35.913055555556
3230,BOREHOLE_FUKUI,18000230961705521-BED0003,,通常砂防工事（防災・安全交付金）調査業務委託その2,09,06,B-NO.3,福井県丹南土木事務所 鯖江丹生土木部,2018-04-25,2018-12-21,105.02,9,0,0,50,-99.99,0000,000000,000000000,00000,0000,0000,0000,000,311237,福井県鯖江市沢町　地係,1,0,136.30407188889,35.948776777778
3231,BOREHOLE_FUKUI,18000230960801755-BED0005,,都市公園事業　地質調査設計業務委託,14,01,B-5,福井県丹南土木事務所,2008-12-22,2009-03-25,23.35,11.35,0,0,50,1.8,0000,000000,000000000,00000,0000,0000,0000,000,307950,越前市余田町～片屋町　地係,1,0,136.15179780556,35.928361111111
3232,BOREHOLE_FUKUI,18000230961701173-BED0001,0,道路改良工事（社会資本整備総合交付金（広域連携）) 地質調査業務委託その2,01,01,Br-6,福井県　丹南土木事務所,2017-09-09,2017-09-12,363.45,9,0,0,50,0.96,0000,000000,000000000,00000,0000,0000,0000,000,311191,"福井県　南条郡　南越前町　板取地係　(No.32+18.5,R12.5)",1,0,136.15480555556,35.713280555556
3233,BOREHOLE_FUKUI,18000230811204408-BED0001,,広域河川改修工事(社会資本整備総合交付金)(広域連携)\n土質調査業務委託　その1\n,08,11,B-No.1,福井県奥越土木事務所　地域整備課,2013-03-20,2013-03-21,121.23,7,0,0,50,2.1,0000,000000,000000000,00000,0000,0000,1100,110,307710,福井県勝山市栄町2丁目他地係　　一級河川　大蓮寺川,1,0,136.49791666667,36.063194444444
3234,BOREHOLE_FUKUI,18000230811204408-BED0002,,広域河川改修工事(社会資本整備総合交付金)(広域連携)\n土質調査業務委託　その1\n,08,11,B-No.2,福井県奥越土木事務所　地域整備課,2013-03-16,2013-03-20,126.34,9,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,1100,110,307711,福井県勝山市栄町2丁目他地係　　一級河川　大蓮寺川,1,0,136.49819444444,36.063194444444
3235,BOREHOLE_FUKUI,18000230811204408-BED0003,,広域河川改修工事(社会資本整備総合交付金)(広域連携)\n土質調査業務委託　その1\n,08,11,B-No.3,福井県奥越土木事務所　地域整備課,2013-03-16,2013-03-19,126.48,9,0,0,-9999,-9999,0000,000000,000000000,00000,0000,0000,1100,110,307712,福井県勝山市栄町2丁目他地係　　一級河川　大蓮寺川,1,0,136.49838888889,36.063277777778
3236,BOREHOLE_FUKUI,18000230811204408-BED0004,,広域河川改修工事(社会資本整備総合交付金)(広域連携)\n土質調査業務委託　その1\n,08,11,B-No.4,福井県奥越土木事務所　地域整備課,2013-03-21,2013-03-23,128.64,6,0,0,50,1.8,0000,000000,000000000,00000,0000,0000,1100,110,307713,福井県勝山市栄町2丁目他地係　　一級河川　大蓮寺川,1,0,136.50272222222,36.061555555556
3237,BOREHOLE_FUKUI,18000230811204408-BED0005,,広域河川改修工事(社会資本整備総合交付金)(広域連携)\n土質調査業務委託　その1\n,08,11,B-No.5,福井県奥越土木事務所　地域整備課,2013-03-20,2013-03-21,129.48,5,0,0,50,1.4,0000,000000,000000000,00000,0000,0000,1100,110,307714,福井県勝山市栄町2丁目他地係　　一級河川　大蓮寺川,1,0,136.50438888889,36.060416666667
3238,BOREHOLE_FUKUI,18000103101902331-BED0003,,令和元年度 経営体育成基盤整備事業（ほ場）飯盛地区　委託第3号,61,01,BP2-2,福井県嶺南振興局　農村整備部,2019-12-02,2019-12-11,15.95,6,0,0,40,-0.96,0000,000000,000000000,00000,0000,0000,0000,000,312846,飯盛地区　福井県小浜市飯盛地係,1,0,135.68347222222,35.481805555556
3239,BOREHOLE_FUKUI,18000103101902331-BED0001,,令和元年度 経営体育成基盤整備事業（ほ場）飯盛地区　委託第3号,61,01,BP1-1,福井県嶺南振興局　農村整備部,2019-12-13,2019-12-19,27.65,6,0,0,48,-0.15,0000,000000,000000000,00000,0000,0000,0000,000,312847,飯盛地区　福井県小浜市飯盛地係,1,0,135.67836111111,35.476
3240,BOREHOLE_FUKUI,18000134352001540-BED0002,,令和2年度 農村地域防災減災事業 福井第2地区（若狭地区）委託第1号,69,21,B-2,福井県嶺南振興局 農村整備部,2020-10-05,2020-10-07,199.06,10.45,0,0,30,5.8,0000,000000,000000000,00000,0000,0000,0000,000,312850,福井県 高浜町 鎌倉 地係,1,0,135.45309308333,35.522787888889
3241,BOREHOLE_FUKUI,18000134352101675-BED0001,,令和2年度 経営体育成基盤整備事業(ほ場)飯盛地区 委託第3号,58,06,BV-1,福井県嶺南振興局,2021-10-05,2021-10-07,29.47,6,0,0,34,0.9,1111,000000,000000000,00000,0000,0000,0000,000,312851,小浜市飯盛地係,1,0,135.67859166667,35.475683333333
3242,BOREHOLE_FUKUI,18000103101902331-BED0004,,令和元年度 経営体育成基盤整備事業（ほ場）飯盛地区　委託第3号,61,01,BW-1,福井県嶺南振興局　農村整備部,2019-12-10,2019-12-13,5.97,6,0,0,50,0.23,0000,000000,000000000,00000,0000,0000,0000,000,312852,飯盛地区　福井県小浜市飯盛地係,1,0,135.68202777778,35.485833333333
3243,BOREHOLE_FUKUI,BED10418000013205,,海洋生物資源臨海研究センター(仮称）建設地質調査委託,18,21,B-2,福井県 土木部 営繕課,2000-01-06,2000-01-15,1.68,48.24,0,0,60,1.1,0000,000000,110000000,00000,0000,0000,0000,000,310721,福井県小浜市堅海地係,1,0,135.718497825504,35.5385421505806
3244,BOREHOLE_FUKUI,18000134352101675-BED0002,,令和2年度 経営体育成基盤整備事業(ほ場)飯盛地区 委託第3号,58,06,BV-2,福井県嶺南振興局,2021-10-05,2021-10-08,30.84,6,0,0,50,0.53,1111,000000,000000000,00000,0000,0000,0000,000,312853,小浜市飯盛地係,1,0,135.67740833333,35.475402777778
3245,BOREHOLE_FUKUI,18000134352101675-BED0003,,令和2年度 経営体育成基盤整備事業(ほ場)飯盛地区 委託第3号,58,12,BV-3,福井県嶺南振興局,2021-09-30,2021-10-01,18.49,3,0,0,-9999,0.25,0000,000000,000000000,00000,0000,0000,0000,000,312854,小浜市飯盛地係,1,0,135.67635,35.480458333333
3246,BOREHOLE_FUKUI,18000134652001348-BED0001,令2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第3号,令2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第3号,83,17,No.1,福井県嶺南振興局二州農林部,2020-12-03,2020-12-11,10.12,10,0,0,-9999,0.36,0000,000000,000000000,00000,0000,0000,0000,000,312855,福井県敦賀市　金山地係,1,0,136.02539722222,35.636436111111
3247,BOREHOLE_FUKUI,18000134652001348-BED0002,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第3号,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第3号,83,17,No.2(井戸),福井県嶺南振興局二州農林部,2021-01-20,2021-01-27,17.4,20,0,0,50,1.55,0000,000000,000000000,00000,0000,0000,0000,000,312856,福井県敦賀市　金山地係,1,0,136.023375,35.638677777778
3248,BOREHOLE_FUKUI,18000134652001349-BED0001,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第4号,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第4号,83,01,R2-B.No.1(三味線川第2),福井県嶺南振興局二州農林部,2021-02-08,2021-02-10,14.23,12.45,0,0,46,1.9,0000,111100,000000000,00000,0000,0000,0000,000,312857,敦賀市莇生野他 地係,1,0,136.02179722222,35.644386111111
3249,BOREHOLE_FUKUI,18000134652001719-BED0002,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,西原溜池下流部,福井県嶺南振興局二州農林部,2020-09-05,2020-09-11,46.86,7.29,0,0,60,1.68,0000,111101,000000000,00000,0000,0000,0000,000,312858,敦賀市沓見8,1,0,136.01419444444,35.649194444444
3250,BOREHOLE_FUKUI,18000134652001349-BED0002,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第4号,令和2年度経営体育成基盤整備事業(ほ場)敦賀西部1期地区業務委託第4号,83,01,R2-B.No.3(三味線川第3),福井県嶺南振興局二州農林部,2021-01-28,2021-02-02,8.18,21.45,0,0,50,0.9,0000,111100,000000000,00000,0000,0000,0000,000,312859,敦賀市莇生野他 地係,1,0,136.02821388889,35.640041666667
3251,BOREHOLE_FUKUI,18000134652001719-BED0003,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,菅浜3号堤中央部,福井県嶺南振興局二州農林部,2020-11-16,2020-11-19,36.87,7,0,0,60,2,0000,111101,000000000,00000,0000,0000,0000,000,312860,美浜町菅浜,1,0,135.97702777778,35.662138888889
3252,BOREHOLE_FUKUI,18000134652001719-BED0001,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,西原溜池中央部,福井県嶺南振興局二州農林部,2020-09-01,2020-09-04,48.82,11.32,0,0,60,3.59,0000,111101,000000000,00000,0000,0000,0000,000,312861,敦賀市沓見8,1,0,136.01419444444,35.649222222222
3253,BOREHOLE_FUKUI,18000134652001719-BED0004,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,菅浜3号堤下流部,福井県嶺南振興局二州農林部,2020-11-19,2020-11-24,36.12,7.5,0,0,60,2,0000,111101,000000000,00000,0000,0000,0000,000,312862,美浜町菅浜,1,0,135.97702777778,35.662111111111
3254,BOREHOLE_FUKUI,18000134652001719-BED0005,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,佐田一号堤中央部,福井県嶺南振興局二州農林部,2020-09-11,2020-09-21,49,12.5,0,0,38,6.39,0000,111101,000000000,00000,0000,0000,0000,000,312863,美浜町佐田113-1-2,1,0,135.99275,35.623416666667
3255,BOREHOLE_FUKUI,18000134652001719-BED0006,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,佐田一号堤下流部,福井県嶺南振興局二州農林部,2020-09-22,2020-09-28,46.53,9.5,0,0,37,3.3,0000,111101,000000000,00000,0000,0000,0000,000,312864,美浜町佐田113-1-2,1,0,135.99272222222,35.623416666667
3256,BOREHOLE_FUKUI,18000134652001719-BED0008,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,佐田二号堤下流部,福井県嶺南振興局二州農林部,2020-10-08,2020-10-17,46.15,12,0,0,60,2,0000,111101,000000000,00000,0000,0000,0000,000,312865,美浜町佐田97-3-1,1,0,135.99269444444,35.62475
3257,BOREHOLE_FUKUI,18000134652001719-BED0009,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,防ケ谷二号堤中央部,福井県嶺南振興局二州農林部,2020-11-10,2020-11-14,33.14,5.5,0,0,54,2,0000,111101,000000000,00000,0000,0000,0000,000,312866,美浜町佐田90-8,1,0,135.99038888889,35.627777777778
3258,BOREHOLE_FUKUI,18000134652001719-BED0011,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,防ケ谷三号堤下流部,福井県嶺南振興局二州農林部,2020-12-04,2020-12-07,38.53,8.25,0,0,60,0.99,0000,111101,000000000,00000,0000,0000,0000,000,312867,美浜町佐田,1,0,135.99072222222,35.628972222222
3259,BOREHOLE_FUKUI,18000134652001719-BED0012,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,西谷堤中央部,福井県嶺南振興局二州農林部,2020-10-19,2020-10-28,81.62,13.5,0,0,15,4.5,0000,111101,000000000,00000,0000,0000,0000,000,312868,美浜町太田23-1,1,0,135.98447222222,35.610694444444
3260,BOREHOLE_FUKUI,18000134652001719-BED0010,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,防ケ谷三号堤中央部,福井県嶺南振興局二州農林部,2020-12-01,2020-12-04,39.1,9.5,0,0,60,1.75,0000,111101,000000000,00000,0000,0000,0000,000,312869,美浜町佐田,1,0,135.99072222222,35.629
3261,BOREHOLE_FUKUI,18000134652001719-BED0007,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,佐田二号堤中央部,福井県嶺南振興局二州農林部,2020-09-29,2020-10-07,48.67,15,0,0,60,3.7,0000,111101,000000000,00000,0000,0000,0000,000,312870,美浜町佐田97-3-1,1,0,135.99272222222,35.62475
3262,BOREHOLE_FUKUI,18000134652001719-BED0013,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,西谷堤下流部,福井県嶺南振興局二州農林部,2020-10-27,2020-11-06,78.92,10.5,0,0,32,3.2,0000,111101,000000000,00000,0000,0000,0000,000,312871,美浜町太田23-1,1,0,135.98458333333,35.610694444444
3263,BOREHOLE_FUKUI,18000134652001719-BED0014,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,山上堤中央部,福井県嶺南振興局二州農林部,2020-11-24,2020-11-26,27.27,9.5,0,0,60,6.5,0000,111101,000000000,00000,0000,0000,0000,000,312872,美浜町山上94-23-1,1,0,135.97483333333,35.613583333333
3264,BOREHOLE_FUKUI,18000134652001719-BED0015,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,山上堤下流部,福井県嶺南振興局二州農林部,2020-11-26,2020-12-01,26.34,7.5,0,0,60,5.5,0000,111101,000000000,00000,0000,0000,0000,000,312873,美浜町山上94-23-1,1,0,135.97488888889,35.613611111111
3265,BOREHOLE_FUKUI,18000136252100002-BED0001,第5次恐竜化石発掘調査事業　地質調査業務委託,第5次恐竜化石発掘調査事業　地質調査業務委託,01,05,No.1,福井県立恐竜博物館,2021-11-12,2021-11-16,372.02,8.2,0,0,50,1.6,0000,000000,000000000,00000,0000,0000,0000,000,312877,福井県勝山市北谷町杉山　地係,1,0,136.54483888889,36.120858333333
3266,BOREHOLE_FUKUI,18000134652001719-BED0020,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,白屋堤中央部,福井県嶺南振興局二州農林部,2020-11-18,2020-11-20,109.48,7,0,0,60,2.08,0000,111101,000000000,00000,0000,0000,0000,000,312878,三方町白屋58号堤1,1,0,135.90147222222,35.485083333333
3267,BOREHOLE_FUKUI,18000134652001719-BED0019,,令和元年度 農村地域防災減災事業 福井第2地区（二州地区） 業務委託第2号,69,12,成願寺堤下流部,福井県嶺南振興局二州農林部,2020-12-05,2020-12-15,80.72,8.5,0,0,25,2.6,0000,111101,000000000,00000,0000,0000,0000,000,312881,若狭町成願寺31号砂馳,1,0,135.90722222222,35.502527777778
3268,BOREHOLE_FUKUI,18000210472004263-BED0001,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第2号,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第2号,69,06,南谷B-1,福井県坂井農林総合事務所 農村整備部 計画管理課,2021-07-06,2021-07-10,81.13,11,0,0,50,-9999,0000,111100,000000000,00000,0000,0000,0000,000,312882,福井県あわら市牛ノ谷 地係,1,0,136.28805555556,36.253055555556
3269,BOREHOLE_FUKUI,18000210472004263-BED0002,令和2年度 農村地域防災減災事業 福井第2地区（坂井地区）業務委託第2号,令和2年度 農村地域防災減災事業 福井第2地区（坂井地区）業務委託第2号,69,06,南谷B-2,福井県坂井農林総合事務所 農村整備部 計画管理課,2021-07-12,2021-07-17,79.32,10,0,0,50,1.5,0000,111110,000000000,00000,0000,0000,0000,000,312883,福井県あわら市牛ノ谷 地係,1,0,136.28805555556,36.252777777778
3270,BOREHOLE_FUKUI,18000210452004397-BED0001,,令和2年度　農業農村防災事業実施計画策定事業 布施田排水地区　業務委託第1号,68,01,BNO-1,福井県福井農林総合事務所,2021-05-10,2021-05-18,4.62,49.15,0,0,50,1.2,0000,111101,000000000,00000,0000,0000,0000,000,312884,福井市布施田町,1,0,136.16281666667,36.145475
3271,BOREHOLE_FUKUI,18000210472004263-BED0004,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第2号,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第2号,69,06,北(下)B-2,福井県坂井農林総合事務所 農村整備部 計画管理課,2021-07-21,2021-07-27,13.65,6,0,0,50,1.4,0000,000000,000000000,00000,0000,0000,0000,000,312885,福井県あわら市瓜生 地係,1,0,136.27527777778,36.185555555556
3272,BOREHOLE_FUKUI,18000210472004263-BED0003,,令和2年度 農村地域防災減災事業福井第2地区（坂井地区）業務委託第2号,69,06,北(下)B-1,福井県坂井農林総合事務所 農村整備部 計画管理課,2021-07-17,2021-07-21,15.51,8,0,0,50,1.85,0000,111110,000000000,00000,0000,0000,0000,000,312886,福井県あわら市瓜生 地係,1,0,136.27527777778,36.185555555556
3273,BOREHOLE_FUKUI,18000210541500340-BED0001,平成27年度復旧治山工事(火山)治山測量・調査・設計業務委託,奥越(火山)大野市下打波(鍋ヶ平),09,13,BV27-1,福井県奥越農林総合事務所,2015-06-16,2015-07-01,815,42,0,0,50,0.5,0000,000000,000000000,00000,0000,0000,0000,000,312887,福井県大野市下打波鍋ヶ平,1,0,136.65694444444,35.985694444444
3274,BOREHOLE_FUKUI,18000210672001809-BED0004,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.4,丹南農林総合事務所,2020-09-21,2020-09-23,47.19,7.06,0,0,50,1.49,0000,111100,000000000,00000,0000,0000,0000,000,312888,丹生郡　越前町　上糸生　地係,1,0,136.08841666667,35.996388888889
3275,BOREHOLE_FUKUI,BED10418000011220,小規模河川改修工事地質調査,稲荷,18,21,稲荷8-9-(ⅰ)-A,福井県今立土木事務所,1988-08-17,1988-09-05,193.39,15,0,0,50,-9999,0000,000000,000000000,00000,0000,0000,0000,000,309449,福井県今立郡池田町清水谷地係,1,0,136.34989583333,35.918637166667
3276,BOREHOLE_FUKUI,18000210541800519-BED0001,平成30年度復旧治山工事(火山)治山調査業務委託,奥越(火山)大野市下打波(鍋ヶ平),09,13,BV30-1,福井県奥越農林総合事務所,2018-06-20,2018-07-23,785.3,60,0,0,-9999,4,0000,000000,000000000,00000,0000,0000,0000,000,312889,奥越(火山)大野市下打波(鍋ヶ平),1,0,136.65666666667,35.985277777778
3277,BOREHOLE_FUKUI,18000210672001809-BED0002,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.2,丹南農林総合事務所,2020-09-16,2020-09-18,46.07,9.03,0,0,50,2.08,0000,111100,000000000,00000,0000,0000,0000,000,312890,丹生郡　越前町　小倉　地係,1,0,136.10411111111,36.001055555556
3278,BOREHOLE_FUKUI,18000210541500340-BED0002,平成27年度復旧治山工事(火山)治山測量・調査・設計業務委託,奥越(火山)大野市下打波(鍋ヶ平),09,13,BV27-2,福井県奥越農林総合事務所,2015-06-12,2015-06-23,726.4,33,0,0,50,5.1,0000,000000,000000000,00000,0000,0000,0000,000,312891,福井県大野市下打波(鍋ヶ平),1,0,136.65666666667,35.985972222222
3279,BOREHOLE_FUKUI,18000210672001809-BED0006,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.6,丹南農林総合事務所,2020-09-26,2020-09-29,45.56,9.03,0,0,50,4.07,0000,111100,000000000,00000,0000,0000,0000,000,312892,丹生郡　越前町　細野　地係,1,0,136.06388888889,35.981138888889
3280,BOREHOLE_FUKUI,18000210541800519-BED0002,平成30年度復旧治山工事(火山)治山調査業務委託,奥越(火山)大野市下打波(鍋ヶ平),09,13,BV27-1’,福井県奥越農林総合事務所,2018-11-05,2018-11-24,815,60,0,0,50,12,0000,000000,000000000,00000,0000,0000,0000,000,312893,福井県大野市下打波鍋ヶ平,1,0,136.65666919444,35.985694444444
3281,BOREHOLE_FUKUI,18000210672001809-BED0007,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.7,丹南農林総合事務所,2020-10-01,2020-10-03,49.69,9.1,0,0,50,3.78,0000,111110,000000000,00000,0000,0000,0000,000,312894,丹生郡　越前町　細野　地係,1,0,136.05894444444,35.979611111111
3282,BOREHOLE_FUKUI,18000210672001809-BED0005,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.5,丹南農林総合事務所,2020-09-26,2020-09-30,49.71,13.03,0,0,50,5.02,0000,111110,000000000,00000,0000,0000,0000,000,312895,丹生郡　越前町　細野　地係,1,0,136.06380555556,35.981166666667
3283,BOREHOLE_FUKUI,18000210672001809-BED0003,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.3,丹南農林総合事務所,2020-09-23,2020-09-25,49.58,10.12,0,0,50,1.03,0000,111110,000000000,00000,0000,0000,0000,000,312896,丹生郡　越前町　上糸生　地係,1,0,136.08841666667,35.996416666667
3284,BOREHOLE_FUKUI,18000210672001809-BED0008,令和2年度農村地域防災減災事業福井第2地区(丹南地区)業務委託第3号,福井第2地区(丹南地区)業務委託第3号,99,06,B.No.8,丹南農林総合事務所,2020-09-29,2020-10-01,47.57,7.1,0,0,50,1.81,0000,111100,000000000,00000,0000,0000,0000,000,312897,丹生郡　越前町　細野　地係,1,0,136.059,35.979611111111
3285,BOREHOLE_FUKUI,18000210672004336-BED0001,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,奥BV-1,福井県丹南農林総合事務所,2021-05-14,2021-05-28,50.11,14.43,0,0,50,2.14,0000,111101,000000000,00000,0000,0000,0000,000,312898,越前市米口町　地係　（奥ノ谷溜）,1,0,136.05380083333,35.874151944444
3286,BOREHOLE_FUKUI,18000210672004336-BED0003,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,妙BV-1,福井県丹南農林総合事務所,2021-05-26,2021-06-19,49.31,12.02,0,0,50,2.76,0000,111101,000000000,00000,0000,0000,0000,000,312899,越前市中野町　地係　（妙ヶ谷新）,1,0,136.04650083333,35.894923888889
3287,BOREHOLE_FUKUI,18000210672004336-BED0002,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,奥BV-2,福井県丹南農林総合事務所,2021-05-14,2021-05-28,45.91,10.45,0,0,50,0.91,0000,111101,000000000,00000,0000,0000,0000,000,312900,越前市米口町　地係　（奥ノ谷溜）,1,0,136.05386777778,35.874247777778
3288,BOREHOLE_FUKUI,18000210672004336-BED0004,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,妙BV-2,福井県丹南農林総合事務所,2021-05-26,2021-06-19,47.01,9.05,0,0,50,1.68,0000,111101,000000000,00000,0000,0000,0000,000,312901,越前市中野町　地係　（妙ヶ谷新）,1,0,136.04651972222,35.894968888889
3289,BOREHOLE_FUKUI,18000210672004336-BED0005,,令和2年度 農村地域防災減災事業 福井第2地区（丹南地区） 業務委託第11号,61,06,横BV-1,福井県丹南農林総合事務所,2021-05-19,2021-05-28,49.27,11.06,0,0,50,0.26,0000,111101,000000000,00000,0000,0000,0000,000,312902,越前市勾当原町　地係　（横谷溜）,1,0,136.08175777778,35.862679722222
